go_category,go_description,go_id,accession,protein_dcid,go_dcid
dcs:GeneOntologyTypeMolecularFunction,3-oxoacyl-[acyl-carrier-protein] synthase activity,"""GO:0004315""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004315
dcs:GeneOntologyTypeMolecularFunction,[acyl-carrier-protein] S-acetyltransferase activity,"""GO:0004313""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004313
dcs:GeneOntologyTypeMolecularFunction,"enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity","""GO:0004319""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004319
dcs:GeneOntologyTypeMolecularFunction,fatty acid synthase activity,"""GO:0004312""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004312
dcs:GeneOntologyTypeMolecularFunction,myristoyl-[acyl-carrier-protein] hydrolase activity,"""GO:0016295""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0016295
dcs:GeneOntologyTypeMolecularFunction,oleoyl-[acyl-carrier-protein] hydrolase activity,"""GO:0004320""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004320
dcs:GeneOntologyTypeMolecularFunction,palmitoyl-[acyl-carrier-protein] hydrolase activity,"""GO:0016296""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0016296
dcs:GeneOntologyTypeMolecularFunction,nucleotide binding,"""GO:0000166""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0000166
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,biosynthetic process,"""GO:0009058""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0009058
dcs:GeneOntologyTypeBiologicalProcess,oxidation reduction,"""GO:1990204""",HMDBP00035,bio/FAS_HUMAN,bio/GO_1990204
dcs:GeneOntologyTypeBiologicalProcess,histone acetylation,"""GO:0016573""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0016573
dcs:GeneOntologyTypeBiologicalProcess,double-strand break repair,"""GO:0006302""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0006302
dcs:GeneOntologyTypeBiologicalProcess,"positive regulation of transcription, DNA-dependent","""GO:0045893""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0045893
dcs:GeneOntologyTypeBiologicalProcess,virus-host interaction,"""GO:0019048""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0019048
dcs:GeneOntologyTypeBiologicalProcess,negative regulation of transcription from RNA polymerase II promoter,"""GO:0000122""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0000122
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of transcription from RNA polymerase II promoter,"""GO:0045944""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0045944
dcs:GeneOntologyTypeBiologicalProcess,"transcription, DNA-dependent","""GO:0006351""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0006351
dcs:GeneOntologyTypeBiologicalProcess,androgen receptor signaling pathway,"""GO:0030521""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0030521
dcs:GeneOntologyTypeBiologicalProcess,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","""GO:0006978""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0006978
dcs:GeneOntologyTypeBiologicalProcess,negative regulation of interleukin-2 production,"""GO:0032703""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0032703
dcs:GeneOntologyTypeBiologicalProcess,regulation of growth,"""GO:0040008""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0040008
dcs:GeneOntologyTypeCellularComponent,nucleolus,"""GO:0005730""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0005730
dcs:GeneOntologyTypeCellularComponent,perinuclear region of cytoplasm,"""GO:0048471""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0048471
dcs:GeneOntologyTypeCellularComponent,transcription factor complex,"""GO:0005667""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0005667
dcs:GeneOntologyTypeCellularComponent,Piccolo NuA4 histone acetyltransferase complex,"""GO:0032777""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0032777
dcs:GeneOntologyTypeCellularComponent,organelle,"""GO:0043226""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0043226
dcs:GeneOntologyTypeCellularComponent,membrane-bounded organelle,"""GO:0043227""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0043227
dcs:GeneOntologyTypeCellularComponent,intracellular membrane-bounded organelle,"""GO:0043231""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0043231
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeCellularComponent,organelle part,"""GO:0043226""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0043226
dcs:GeneOntologyTypeCellularComponent,intracellular organelle part,"""GO:0043229""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0043229
dcs:GeneOntologyTypeCellularComponent,chromosomal part,"""GO:0098687""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0098687
dcs:GeneOntologyTypeCellularComponent,chromatin,"""GO:0000785""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0000785
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,chromatin binding,"""GO:0003682""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0003682
dcs:GeneOntologyTypeMolecularFunction,metal ion binding,"""GO:0046872""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0046872
dcs:GeneOntologyTypeMolecularFunction,transcription coactivator activity,"""GO:0003713""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0003713
dcs:GeneOntologyTypeMolecularFunction,androgen receptor binding,"""GO:0050681""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0050681
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeBiologicalProcess,cellular process,"""GO:0009987""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0009987
dcs:GeneOntologyTypeBiologicalProcess,cellular component organization at cellular level,"""GO:0043954""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0043954
dcs:GeneOntologyTypeBiologicalProcess,organelle organization,"""GO:0006996""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0006996
dcs:GeneOntologyTypeBiologicalProcess,chromosome organization,"""GO:0051276""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0051276
dcs:GeneOntologyTypeBiologicalProcess,chromatin organization,"""GO:0006325""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0006325
dcs:GeneOntologyTypeBiologicalProcess,biological regulation,"""GO:0065007""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0065007
dcs:GeneOntologyTypeBiologicalProcess,regulation of biological process,"""GO:0050789""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0050789
dcs:GeneOntologyTypeBiologicalProcess,regulation of metabolic process,"""GO:0019222""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0019222
dcs:GeneOntologyTypeBiologicalProcess,regulation of macromolecule metabolic process,"""GO:0060255""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0060255
dcs:GeneOntologyTypeBiologicalProcess,regulation of gene expression,"""GO:0010468""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0010468
dcs:GeneOntologyTypeBiologicalProcess,regulation of transcription,"""GO:0140542""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0140542
dcs:GeneOntologyTypeBiologicalProcess,chromatin assembly or disassembly,"""GO:0006333""",HMDBP00036,bio/KAT5_HUMAN,bio/GO_0006333
dcs:GeneOntologyTypeBiologicalProcess,xenobiotic metabolic process,"""GO:0006805""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0006805
dcs:GeneOntologyTypeBiologicalProcess,acetyl-CoA biosynthetic process from acetate,"""GO:0019427""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0019427
dcs:GeneOntologyTypeBiologicalProcess,ethanol oxidation,"""GO:0006069""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0006069
dcs:GeneOntologyTypeBiologicalProcess,lipid biosynthetic process,"""GO:0008610""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0008610
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,nucleoside binding,"""GO:0001882""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0001882
dcs:GeneOntologyTypeMolecularFunction,purine nucleoside binding,"""GO:0001883""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0001883
dcs:GeneOntologyTypeMolecularFunction,adenyl nucleotide binding,"""GO:0030554""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0030554
dcs:GeneOntologyTypeMolecularFunction,adenyl ribonucleotide binding,"""GO:0032559""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0032559
dcs:GeneOntologyTypeMolecularFunction,ligase activity,"""GO:0016874""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0016874
dcs:GeneOntologyTypeMolecularFunction,"ligase activity, forming carbon-sulfur bonds","""GO:0016877""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0016877
dcs:GeneOntologyTypeMolecularFunction,coa-ligase activity,"""GO:0016405""",HMDBP00037,bio/ACSA_HUMAN,bio/GO_0016405
