accession,protein_pathway,protein_dcid
HMDBP00849,dcs:KeggProteinPathwayFolateBiosynthesis,bio/FOLC_HUMAN
HMDBP00849,dcs:KeggProteinPathwayFolateMalabsorptionHereditary,bio/FOLC_HUMAN
HMDBP00849,dcs:KeggProteinPathwayFolateMetabolism,bio/FOLC_HUMAN
HMDBP00849,dcs:KeggProteinPathwayMethotrexateActionPathway,bio/FOLC_HUMAN
HMDBP00849,dcs:KeggProteinPathwayMethylenetetrahydrofolateReductaseDeficiencyMthfrd,bio/FOLC_HUMAN
HMDBP00849,dcs:KeggProteinPathwayPterineBiosynthesis,bio/FOLC_HUMAN
HMDBP00849,dcs:KeggProteinPathwayTetrahydrofolylpolyglutamateBiosynthesis,bio/FOLC_HUMAN
HMDBP00850,dcs:KeggProteinPathway2HydroxyglutricAciduriaDAndLForm,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathway4HydroxybutyricAciduriaSuccinicSemialdehydeDehydrogenaseDeficiency,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayAlanineMetabolism,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayAlanineAspartateAndGlutamateMetabolism,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayArgininemia,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayArgininosuccinicAciduria,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayCarbamoylPhosphateSynthetaseDeficiency,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayCitrullinemiaTypeI,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayGlucoseAlanineCycle,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayGlutamateMetabolism,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayHomocarnosinosis,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayHyperinsulinismHyperammonemiaSyndrome,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayLAlanineDegradationViaTransaminasePathway,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayLacticAcidemia,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayOrnithineTranscarbamylaseDeficiencyOtcDeficiency,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayPrimaryHyperoxaluriaTypeI,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayPyruvateCarboxylaseDeficiency,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwaySuccinicSemialdehydeDehydrogenaseDeficiency,bio/ALAT1_HUMAN
HMDBP00850,dcs:KeggProteinPathwayUreaCycle,bio/ALAT1_HUMAN
HMDBP00851,dcs:KeggProteinPathway3PhosphoglycerateDehydrogenaseDeficiency,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayDihydropyrimidineDehydrogenaseDeficiencyDhpd,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayDimethylglycineDehydrogenaseDeficiency,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayGlycineAndSerineMetabolism,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayGlycineSerineAndThreonineMetabolism,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayHyperglycinemiaNonKetotic,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayLSerineBiosynthesis,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayNonKetoticHyperglycinemia,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayPyridoxine5PhosphateBiosynthesis,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwaySarcosinemia,bio/SERC_HUMAN
HMDBP00851,dcs:KeggProteinPathwayVitaminB6Metabolism,bio/SERC_HUMAN
HMDBP00852,dcs:KeggProteinPathway2Aminoadipic2OxoadipicAciduria,bio/AASS_HUMAN
HMDBP00852,dcs:KeggProteinPathwayGlutaricAciduriaTypeI,bio/AASS_HUMAN
HMDBP00852,dcs:KeggProteinPathwayHyperlysinemiaIFamilial,bio/AASS_HUMAN
HMDBP00852,dcs:KeggProteinPathwayHyperlysinemiaIiOrSaccharopinuria,bio/AASS_HUMAN
HMDBP00852,dcs:KeggProteinPathwayLLysineDegradationViaSaccharopinePathway,bio/AASS_HUMAN
HMDBP00852,dcs:KeggProteinPathwayLysineDegradation,bio/AASS_HUMAN
HMDBP00852,dcs:KeggProteinPathwayPyridoxineDependencyWithSeizures,bio/AASS_HUMAN
HMDBP00852,dcs:KeggProteinPathwaySaccharopinuriaHyperlysinemiaIi,bio/AASS_HUMAN
HMDBP00853,dcs:KeggProteinPathwayAdeninePhosphoribosyltransferaseDeficiencyAprt,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayAdenosineDeaminaseDeficiency,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayAdenylosuccinateLyaseDeficiency,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayAicaRibosiduria,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayAzathioprineActionPathway,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayGoutOrKelleySeegmillerSyndrome,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayImpBiosynthesisViaDeNovoPathway,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayLeschNyhanSyndromeLns,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayMercaptopurineActionPathway,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayMitochondrialDnaDepletionSyndrome,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayMolybdenumCofactorDeficiency,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayMyoadenylateDeaminaseDeficiency,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayPurineMetabolism,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayPurineNucleosidePhosphorylaseDeficiency,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayThioguanineActionPathway,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayXanthineDehydrogenaseDeficiencyXanthinuria,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayXanthinuriaTypeI,bio/PUR4_HUMAN
HMDBP00853,dcs:KeggProteinPathwayXanthinuriaTypeIi,bio/PUR4_HUMAN
HMDBP00854,dcs:KeggProteinPathwayArginineAndProlineMetabolism,bio/P5CS_HUMAN
HMDBP00854,dcs:KeggProteinPathwayLProlineBiosynthesis,bio/P5CS_HUMAN
HMDBP00855,dcs:KeggProteinPathway5OxoprolinaseDeficiency,bio/OPLA_HUMAN
HMDBP00855,dcs:KeggProteinPathway5Oxoprolinuria,bio/OPLA_HUMAN
HMDBP00855,dcs:KeggProteinPathwayGammaGlutamylTranspeptidaseDeficiency,bio/OPLA_HUMAN
HMDBP00855,dcs:KeggProteinPathwayGammaGlutamyltransferaseDeficiency,bio/OPLA_HUMAN
HMDBP00855,dcs:KeggProteinPathwayGlutathioneMetabolism,bio/OPLA_HUMAN
HMDBP00855,dcs:KeggProteinPathwayGlutathioneSynthetaseDeficiency,bio/OPLA_HUMAN
HMDBP00856,dcs:KeggProteinPathwayGlycerophospholipidMetabolism,bio/EKI1_HUMAN
HMDBP00856,dcs:KeggProteinPathwayPhosphatidylethanolamineBiosynthesis,bio/EKI1_HUMAN
HMDBP00857,dcs:KeggProteinPathwayGlutaminolysisAndCancer,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayLeighSyndrome,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayPparSignalingPathway,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayPrimaryHyperoxaluriaIiPh2,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayPyruvateDecarboxylaseE1ComponentDeficiencyPdhe1Deficiency,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayPyruvateDehydrogenaseComplexDeficiency,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayPyruvateKinaseDeficiency,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayPyruvateMetabolism,bio/MAOX_HUMAN
HMDBP00857,dcs:KeggProteinPathwayTransferOfAcetylGroupsIntoMitochondria,bio/MAOX_HUMAN
HMDBP00858,dcs:KeggProteinPathway2KetoglutarateDehydrogenaseComplexDeficiency,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayCitrateCycleTcaCycle,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayCitricAcidCycle,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayCongenitalLacticAcidosis,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayFructose16DiphosphataseDeficiency,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayFumaraseDeficiency,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayGluconeogenesis,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayGlutaminolysisAndCancer,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayGlycogenStorageDiseaseType1AGsd1AOrVonGierkeDisease,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayGlycogenosisTypeIaVonGierkeDisease,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayGlycogenosisTypeIb,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayGlycogenosisTypeIc,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayGlyoxylateAndDicarboxylateMetabolism,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayMalateAspartateShuttle,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayMitochondrialComplexIiDeficiency,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayPhosphoenolpyruvateCarboxykinaseDeficiency1Pepck1,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE2,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE3,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayPyruvateMetabolism,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayTheOncogenicActionOf2Hydroxyglutarate,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayTheOncogenicActionOfD2HydroxyglutarateInHydroxygluaricaciduria,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayTheOncogenicActionOfFumarate,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayTheOncogenicActionOfL2HydroxyglutarateInHydroxygluaricaciduria,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayTheOncogenicActionOfSuccinate,bio/MDHM_HUMAN
HMDBP00858,dcs:KeggProteinPathwayTriosephosphateIsomerase,bio/MDHM_HUMAN
HMDBP00859,dcs:KeggProteinPathwayPyruvateMetabolism,bio/MAON_HUMAN
HMDBP00860,dcs:KeggProteinPathwayCitrateCycleTcaCycle,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayGlyoxylateAndDicarboxylateMetabolism,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayLeighSyndrome,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayPrimaryHyperoxaluriaIiPh2,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayProximalTubuleBicarbonateReclamation,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayPyruvateDecarboxylaseE1ComponentDeficiencyPdhe1Deficiency,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayPyruvateDehydrogenaseComplexDeficiency,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayPyruvateKinaseDeficiency,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayPyruvateMetabolism,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayTransferOfAcetylGroupsIntoMitochondria,bio/MDHC_HUMAN
HMDBP00860,dcs:KeggProteinPathwayWarburgEffect,bio/MDHC_HUMAN
HMDBP00861,dcs:KeggProteinPathway2KetoglutarateDehydrogenaseComplexDeficiency,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayCitrateCycleTcaCycle,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayCitricAcidCycle,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayCongenitalLacticAcidosis,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayFumaraseDeficiency,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayGlutaminolysisAndCancer,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayMitochondrialComplexIiDeficiency,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE2,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE3,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayRenalCellCarcinoma,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayTheOncogenicActionOf2Hydroxyglutarate,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayTheOncogenicActionOfD2HydroxyglutarateInHydroxygluaricaciduria,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayTheOncogenicActionOfFumarate,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayTheOncogenicActionOfL2HydroxyglutarateInHydroxygluaricaciduria,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayTheOncogenicActionOfSuccinate,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayTricarboxylicAcidCycle,bio/FUMH_HUMAN
HMDBP00861,dcs:KeggProteinPathwayWarburgEffect,bio/FUMH_HUMAN
HMDBP00862,dcs:KeggProteinPathwayLeighSyndrome,bio/MAOM_HUMAN
HMDBP00862,dcs:KeggProteinPathwayPrimaryHyperoxaluriaIiPh2,bio/MAOM_HUMAN
HMDBP00862,dcs:KeggProteinPathwayPyruvateDecarboxylaseE1ComponentDeficiencyPdhe1Deficiency,bio/MAOM_HUMAN
HMDBP00862,dcs:KeggProteinPathwayPyruvateDehydrogenaseComplexDeficiency,bio/MAOM_HUMAN
HMDBP00862,dcs:KeggProteinPathwayPyruvateKinaseDeficiency,bio/MAOM_HUMAN
HMDBP00862,dcs:KeggProteinPathwayPyruvateMetabolism,bio/MAOM_HUMAN
HMDBP00863,dcs:KeggProteinPathwayInositolMetabolism,bio/IMPA1_HUMAN
HMDBP00863,dcs:KeggProteinPathwayInositolPhosphateMetabolism,bio/IMPA1_HUMAN
HMDBP00863,dcs:KeggProteinPathwayMyoInositolBiosynthesis,bio/IMPA1_HUMAN
HMDBP00863,dcs:KeggProteinPathwayPhosphatidylinositolSignalingSystem,bio/IMPA1_HUMAN
HMDBP00865,dcs:KeggProteinPathwayArginineAndProlineMetabolism,bio/AMPL_HUMAN
HMDBP00865,dcs:KeggProteinPathwayGlutathioneMetabolism,bio/AMPL_HUMAN
HMDBP00867,dcs:KeggProteinPathwayNGlycanBiosynthesis,bio/MA2A1_HUMAN
HMDBP00867,dcs:KeggProteinPathwayProteinGlycosylation,bio/MA2A1_HUMAN
HMDBP00868,dcs:KeggProteinPathwayNGlycanBiosynthesis,bio/MA1A2_HUMAN
HMDBP00868,dcs:KeggProteinPathwayProteinGlycosylation,bio/MA1A2_HUMAN
HMDBP00868,dcs:KeggProteinPathwayProteinProcessingInEndoplasmicReticulum,bio/MA1A2_HUMAN
HMDBP00869,dcs:KeggProteinPathwayNGlycanBiosynthesis,bio/MA1B1_HUMAN
HMDBP00869,dcs:KeggProteinPathwayProteinGlycosylation,bio/MA1B1_HUMAN
HMDBP00869,dcs:KeggProteinPathwayProteinProcessingInEndoplasmicReticulum,bio/MA1B1_HUMAN
HMDBP00870,dcs:KeggProteinPathwayNGlycanBiosynthesis,bio/MA1A1_HUMAN
HMDBP00870,dcs:KeggProteinPathwayProteinGlycosylation,bio/MA1A1_HUMAN
HMDBP00870,dcs:KeggProteinPathwayProteinProcessingInEndoplasmicReticulum,bio/MA1A1_HUMAN
HMDBP00871,dcs:KeggProteinPathwayAminoSugarAndNucleotideSugarMetabolism,bio/HEXB_HUMAN
HMDBP00871,dcs:KeggProteinPathwayGlycosaminoglycanDegradation,bio/HEXB_HUMAN
HMDBP00871,dcs:KeggProteinPathwayGlycosphingolipidBiosynthesisGanglioSeries,bio/HEXB_HUMAN
HMDBP00871,dcs:KeggProteinPathwayGlycosphingolipidBiosynthesisGloboSeries,bio/HEXB_HUMAN
HMDBP00871,dcs:KeggProteinPathwayLysosome,bio/HEXB_HUMAN
HMDBP00871,dcs:KeggProteinPathwayOtherGlycanDegradation,bio/HEXB_HUMAN
HMDBP00872,dcs:KeggProteinPathwayAminoSugarAndNucleotideSugarMetabolism,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayAminoSugarMetabolism,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayGM2GangliosidosisVariantBTaySachsDisease,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayGlycosaminoglycanDegradation,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayGlycosphingolipidBiosynthesisGanglioSeries,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayGlycosphingolipidBiosynthesisGloboSeries,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayLysosome,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayOtherGlycanDegradation,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwaySallaDiseaseInfantileSialicAcidStorageDisease,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwaySialuriaOrFrenchTypeSialuria,bio/HEXA_HUMAN
HMDBP00872,dcs:KeggProteinPathwayTaySachsDisease,bio/HEXA_HUMAN
HMDBP00873,dcs:KeggProteinPathwayGlycosphingolipidBiosynthesisGanglioSeries,bio/B4GN1_HUMAN
HMDBP00873,dcs:KeggProteinPathwayProteinGlycosylation,bio/B4GN1_HUMAN
HMDBP00874,dcs:KeggProteinPathwayGlycosphingolipidBiosynthesisGloboSeries,bio/A4GAT_HUMAN
HMDBP00874,dcs:KeggProteinPathwayProteinGlycosylation,bio/A4GAT_HUMAN
HMDBP00875,dcs:KeggProteinPathwayLysosome,bio/FUCO_HUMAN
HMDBP00875,dcs:KeggProteinPathwayOtherGlycanDegradation,bio/FUCO_HUMAN
HMDBP00876,dcs:KeggProteinPathwayOtherGlycanDegradation,bio/FUCO2_HUMAN
HMDBP00877,dcs:KeggProteinPathwayLysosome,bio/ENTP4_HUMAN
HMDBP00877,dcs:KeggProteinPathwayPurineMetabolism,bio/ENTP4_HUMAN
HMDBP00877,dcs:KeggProteinPathwayPyrimidineMetabolism,bio/ENTP4_HUMAN
HMDBP00878,dcs:KeggProteinPathwayPurineMetabolism,bio/ENTP6_HUMAN
HMDBP00878,dcs:KeggProteinPathwayPyrimidineMetabolism,bio/ENTP6_HUMAN
HMDBP00879,dcs:KeggProteinPathwayAdeninePhosphoribosyltransferaseDeficiencyAprt,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayAdenosineDeaminaseDeficiency,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayAdenylosuccinateLyaseDeficiency,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayAicaRibosiduria,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayAzathioprineActionPathway,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayGoutOrKelleySeegmillerSyndrome,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayLeschNyhanSyndromeLns,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayMercaptopurineActionPathway,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayMitochondrialDnaDepletionSyndrome,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayMolybdenumCofactorDeficiency,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayMyoadenylateDeaminaseDeficiency,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayProteinGlycosylation,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayPurineMetabolism,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayPurineNucleosidePhosphorylaseDeficiency,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayPyrimidineMetabolism,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayThioguanineActionPathway,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayXanthineDehydrogenaseDeficiencyXanthinuria,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayXanthinuriaTypeI,bio/ENTP5_HUMAN
HMDBP00879,dcs:KeggProteinPathwayXanthinuriaTypeIi,bio/ENTP5_HUMAN
HMDBP00880,dcs:KeggProteinPathwayAdeninePhosphoribosyltransferaseDeficiencyAprt,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayAdenosineDeaminaseDeficiency,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayAdenylosuccinateLyaseDeficiency,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayAicaRibosiduria,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayAlanineAspartateAndGlutamateMetabolism,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayAmpBiosynthesisViaDeNovoPathway,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayAzathioprineActionPathway,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayGoutOrKelleySeegmillerSyndrome,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayLeschNyhanSyndromeLns,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayMercaptopurineActionPathway,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayMitochondrialDnaDepletionSyndrome,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayMolybdenumCofactorDeficiency,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayMyoadenylateDeaminaseDeficiency,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayPurineMetabolism,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayPurineNucleosidePhosphorylaseDeficiency,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayThioguanineActionPathway,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayXanthineDehydrogenaseDeficiencyXanthinuria,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayXanthinuriaTypeI,bio/PURA2_HUMAN
HMDBP00880,dcs:KeggProteinPathwayXanthinuriaTypeIi,bio/PURA2_HUMAN
HMDBP00881,dcs:KeggProteinPathwayDrugMetabolismOtherEnzymes,bio/IMDH2_HUMAN
HMDBP00881,dcs:KeggProteinPathwayMycophenolicAcidMetabolismPathway,bio/IMDH2_HUMAN
HMDBP00881,dcs:KeggProteinPathwayPurineMetabolism,bio/IMDH2_HUMAN
HMDBP00881,dcs:KeggProteinPathwayXmpBiosynthesisViaDeNovoPathway,bio/IMDH2_HUMAN
HMDBP00882,dcs:KeggProteinPathwayAdeninePhosphoribosyltransferaseDeficiencyAprt,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayAdenosineDeaminaseDeficiency,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayAdenylosuccinateLyaseDeficiency,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayAicaRibosiduria,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayAzathioprineActionPathway,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayGoutOrKelleySeegmillerSyndrome,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayImpBiosynthesisViaDeNovoPathway,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayLeschNyhanSyndromeLns,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayMercaptopurineActionPathway,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayMitochondrialDnaDepletionSyndrome,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayMolybdenumCofactorDeficiency,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayMyoadenylateDeaminaseDeficiency,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayOneCarbonPoolByFolate,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayPurineMetabolism,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayPurineNucleosidePhosphorylaseDeficiency,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayThioguanineActionPathway,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayXanthineDehydrogenaseDeficiencyXanthinuria,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayXanthinuriaTypeI,bio/PUR9_HUMAN
HMDBP00882,dcs:KeggProteinPathwayXanthinuriaTypeIi,bio/PUR9_HUMAN
HMDBP00883,dcs:KeggProteinPathwayAdeninePhosphoribosyltransferaseDeficiencyAprt,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayAdenosineDeaminaseDeficiency,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayAdenylosuccinateLyaseDeficiency,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayAicaRibosiduria,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayAzathioprineActionPathway,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayDrugMetabolismOtherEnzymes,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayGoutOrKelleySeegmillerSyndrome,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayLeschNyhanSyndromeLns,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayMercaptopurineActionPathway,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayMercaptopurineMetabolismPathway,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayMitochondrialDnaDepletionSyndrome,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayMolybdenumCofactorDeficiency,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayMycophenolicAcidMetabolismPathway,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayMyoadenylateDeaminaseDeficiency,bio/IMDH1_HUMAN
HMDBP00883,dcs:KeggProteinPathwayPurineMetabolism,bio/IMDH1_HUMAN
