accession,protein_type,general_function,specific_function,subcellular_location,residue_number,genbank_protein_id,uniprot_id,genbank_gene_id,genecard_id,hgnc_id,protein_dcid,gene19_dcid,gene38_dcid
HMDBP01259,dcs:ProteinTypeUnknown,"""Involved in protein binding""","""Calcium/calmodulin-dependent serine/threonine kinase which acts as a positive regulator of apoptosis""",dcs:CellularCompartmentCytoplasm,1430,89363047,P53355,NM_004938.2,DAPK1,2674,bio/DAPK1_HUMAN,bio/hg19_DAPK1,bio/hg38_DAPK1
HMDBP01260,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""Seems to negatively regulate apoptosis by promoting FADD phosphorylation. Enhances androgen receptor-mediated transcription. May act as a transcriptional corepressor for NK homeodomain transcription factors""",dcs:CellularCompartmentNucleus,1215,2627331,Q9H422,AF004849,HIPK3,4915,bio/HIPK3_HUMAN,bio/hg19_HIPK3,bio/hg38_HIPK3
HMDBP01262,dcs:ProteinTypeEnzyme,"""Involved in protein serine/threonine kinase activity""","""Specifically phosphorylates the agonist-occupied form of the beta-adrenergic and closely related receptors, probably inducing a desensitization of them. Key regulator of LPAR1 signaling. Competes with RALA for binding to LPAR1 thus affecting the signaling properties of the receptor. Desensitizes LPAR1 and LPAR2 in a phosphorylation-independent manner""",,689,288308,P25098,X61157,ADRBK1,289,bio/ARBK1_HUMAN,bio/hg19_GRK2,bio/hg38_GRK2
HMDBP01263,dcs:ProteinTypeUnknown,"""Involved in MAP kinase activity""","""Involved in both the initiation and regulation of meiosis, mitosis, and postmitotic functions in differentiated cells by phosphorylating a number of transcription factors such as ELK-1. Phosphorylates EIF4EBP1; required for initiation of translation. Phosphorylates microtubule-associated protein 2 (MAP2). Phosphorylates SPZ1. Phosphorylates heat shock factor protein 4 (HSF4)""",,379,31221,P27361,X60188,MAPK3,6877,bio/MK03_HUMAN,bio/hg19_MAPK3,bio/hg38_MAPK3
HMDBP01264,dcs:ProteinTypeUnknown,"""Involved in protein kinase activity""","""Activated during M phase. Required for chromosome segregation at metaphase-anaphase transition and therefore for mitotic progression. Inhibition of activity results in apoptosis. Phosphorylates KIF11 to promote mitotic spindle formation""",dcs:CellularCompartmentNucleus,313,261244923,Q9HC98,NM_001166168.1,NEK6,7749,bio/NEK6_HUMAN,bio/hg19_NEK6,bio/hg38_NEK6
HMDBP01265,dcs:ProteinTypeEnzyme,"""Involved in cell adhesion""","""This tyrosine kinase receptor for fibrillar collagen mediates fibroblast migration and proliferation. Contributes to cutaneous wound healing""",dcs:CellularCompartmentMembrane,855,193788289,Q16832,AK095975,DDR2,2731,bio/DDR2_HUMAN,bio/hg19_DDR2,bio/hg38_DDR2
HMDBP01266,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""Can act on substrates such as myelin basic protein and histone 2A on serine and threonine residues""",,968,4001688,O94804,AB015718,STK10,11388,bio/STK10_HUMAN,bio/hg19_STK10,bio/hg38_STK10
HMDBP01267,dcs:ProteinTypeUnknown,"""Involved in protein kinase activity""","""Activates the JNK pathway. Plays a role in the reorganization of the actin cytoskeleton and in the formation of filopodia. Phosphorylates and inactivates the protein phosphatase SSH1, leading to increased inhibitory phosphorylation of the actin binding/depolymerizing factor cofilin. Decreased cofilin activity may lead to stabilization of actin filaments. Phosphorylates ARHGEF2""",,591,62422554,O96013,NM_001014831.2,PAK4,16059,bio/PAK4_HUMAN,bio/hg19_PAK4,bio/hg38_PAK4
HMDBP01268,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""May be a controller of the mitotic cell cycle. Involved in the blood cell development""",,1512,145309302,Q14004,NM_003718.4,CDK13,1733,bio/CDK13_HUMAN,bio/hg19_CDK13,bio/hg38_CDK13
HMDBP01269,dcs:ProteinTypeUnknown,"""Involved in protein kinase activity""","""Involved in tolerance to glucose starvation. Phosphorylates ATM. Suppresses Fas-induced apoptosis by phosphorylation of CASP6, thus suppressing the activation of the caspase and the subsequent cleavage of CFLAR""",,661,7662170,O60285,NM_014840.2,NUAK1,14311,bio/NUAK1_HUMAN,bio/hg19_NUAK1,bio/hg38_NUAK1
HMDBP01270,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""Serine/threonine kinase that phosphorylates 'Thr-18' of p53/TP53 and may thereby prevent the interaction between p53/TP53 and MDM2""",dcs:CellularCompartmentNucleus,396,1827450,Q99986,AB000449,VRK1,12718,bio/VRK1_HUMAN,bio/hg19_VRK1,bio/hg38_VRK1
HMDBP01271,dcs:ProteinTypeUnknown,"""Involved in protein kinase activity""","""May affect the structure or silencing of chromatin by phosphorylating HP1 gamma/CBX3. Isoform 2 promotes the G1/S transition of the cell cycle via up-regulation of CDK2 activity and phosphorylation of CDKN1B, resulting in enhanced nuclear export and proteasome-dependent degradation of CDKN1B. Isoform 2 also represses CDKN1B transcription by phosphorylating and inactivating the transcription factor FOXO3. Plays a role in signal transduction in blood cells. Contributes to both cell proliferation and survival and thus provides a selective advantage in tumorigenesis""",dcs:CellularCompartmentCellMembrane,404,68165002,P11309,DQ022562,PIM1,8986,bio/PIM1_HUMAN,bio/hg19_PIM1,bio/hg38_PIM1
HMDBP01272,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""Receptor for VEGF or VEGFC. Has a tyrosine-protein kinase activity. The VEGF-kinase ligand/receptor signaling system plays a key role in vascular development and regulation of vascular permeability. In case of HIV-1 infection, the interaction with extracellular viral Tat protein seems to enhance angiogenesis in Kaposi's sarcoma lesions""",dcs:CellularCompartmentMembrane,1356,,P35968,AF035121,KDR,6307,bio/VGFR2_HUMAN,bio/hg19_KDR,bio/hg38_KDR
HMDBP01274,dcs:ProteinTypeEnzyme,"""Involved in hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances""","""Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase). V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells""",dcs:CellularCompartmentMelanosome,118,21623504,O95670,AB063177,ATP6V1G2,862,bio/VATG2_HUMAN,bio/hg19_ATP6V1G2,bio/hg38_ATP6V1G2
HMDBP01275,dcs:ProteinTypeEnzyme,"""Involved in hydrogen ion transporting ATP synthase activity, rotational mechanism""","""Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a/ATP6 static relative to the rotary elements""",dcs:CellularCompartmentMitochondrion,213,1008080,P48047,X83218,ATP5O,850,bio/ATPO_HUMAN,bio/hg19_ATP5PO,bio/hg38_ATP5PO
HMDBP01276,dcs:ProteinTypeUnknown,"""Involved in protein binding""","""The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol-3,5-bisphosphate (PtdIns(3,5)P2). Catalyzes the phosphorylation of phosphatidylinositol-3-phosphate on the fifth hydroxyl of the myo- inositol ring, to form phosphatidylinositol-3,5-bisphosphate. Required for endocytic-vacuolar pathway and nuclear migration. Plays a role in the biogenesis of endosome carrier vesicles (ECV)/ multivesicular bodies (MVB) transport intermediates from early endosomes""",dcs:CellularCompartmentEndosomeMembrane,2098,121583483,Q9Y2I7,NM_015040.3,PIKFYVE,23785,bio/FYV1_HUMAN,bio/hg19_PIKFYVE,bio/hg38_PIKFYVE
HMDBP01277,dcs:ProteinTypeUnknown,"""Involved in protein kinase activity""","""Required for the polarization of forebrain neurons which endows axons and dendrites with distinct properties, possibly by locally regulating phosphorylation of microtubule-associated proteins""",,736,33187744,Q8IWQ3,AF533879,BRSK2,11405,bio/BRSK2_HUMAN,bio/hg19_BRSK2,bio/hg38_BRSK2
HMDBP01278,dcs:ProteinTypeUnknown,"""Involved in protein serine/threonine kinase activity""","""May play a role in cytoskeletal stability""",dcs:CellularCompartmentCytoplasm,795,153791472,Q9P0L2,NM_018650.3,MARK1,6896,bio/MARK1_HUMAN,bio/hg19_MARK1,bio/hg38_MARK1
HMDBP01279,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""Promotes cell survival in response to a variety of proliferative signals via positive regulation of the I-kappaB kinase/NF-kappaB cascade; this process requires phosphorylation of MAP3K8/COT. Prevents apoptosis induced by growth factor withdrawal via inhibition of caspase-3 activation, and via phosphorylation of pro-apoptotic proteins. Inhibits BAD-induced cell death via phosphorylation of BAD. PIM2-mediated cell survival is glucose- dependent but independent of several AKT regulators such as PI3K, HSP-90 and TOR, indicating that PIM2 and PI3K/AKT/TOR function via distinct pathways. Involved in the positive regulation of chondrocyte survival and autophagy in the epiphyseal growth plate""",,311,7770095,Q9P1W9,AB042425,PIM2,8987,bio/PIM2_HUMAN,bio/hg19_PIM2,bio/hg38_PIM2
HMDBP01280,dcs:ProteinTypeUnknown,"""Involved in protein kinase activity""","""Kinase that may play a role in mitotic regulation""",,506,23510391,P51956,NM_002498.2,NEK3,7746,bio/NEK3_HUMAN,bio/hg19_NEK3,bio/hg38_NEK3
HMDBP01281,dcs:ProteinTypeEnzyme,"""Involved in binding""","""Non-receptor protein-tyrosine kinase implicated in signaling pathways involved in cell motility, proliferation and apoptosis. Activated by tyrosine-phosphorylation in response to either integrin clustering induced by cell adhesion or antibody cross-linking, or via G-protein coupled receptor (GPCR) occupancy by ligands such as bombesin or lysophosphatidic acid, or via LDL receptor occupancy. Plays a potential role in oncogenic transformations resulting in increased kinase activity""",dcs:CellularCompartmentCellMembrane,1052,,Q05397,L13616,PTK2,9611,bio/FAK1_HUMAN,bio/hg19_PTK2,bio/hg38_PTK2
HMDBP01282,dcs:ProteinTypeEnzyme,"""Involved in hydrogen ion transmembrane transporter activity""","""Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a/ATP6 static relative to the rotary elements. Also involved in the restoration of oligomycin-sensitive ATPase activity to depleted F1-F0 complexes""",dcs:CellularCompartmentMitochondrion,108,5817096,P18859,AL110183,ATP5J,847,bio/ATP5J_HUMAN,bio/hg19_ATP5PF,bio/hg38_ATP5PF
HMDBP01283,dcs:ProteinTypeUnknown,"""Involved in protein serine/threonine kinase activity""","""Serine/threonine kinase that may play a role in mediating the growth-factor and stress induced activation of the transcription factor CREB""",,735,292457,Q15418,L07597,RPS6KA1,10430,bio/KS6A1_HUMAN,bio/hg19_RPS6KA1,bio/hg38_RPS6KA1
HMDBP01284,dcs:ProteinTypeEnzyme,"""Involved in ATP binding""","""Plays a key role in the repair of DNA damage, functioning as part of both the non-homologous end-joining (NHEJ) and base excision repair (BER) pathways. Through its two catalytic activities, PNK ensures that DNA termini are compatible with extension and ligation by either removing 3'-phosphates from, or by phosphorylating 5'-hydroxyl groups on, the ribose sugar of the DNA backbone.""",dcs:CellularCompartmentNucleus,521,31543419,Q96T60,NM_007254.3,PNKP,9154,bio/PNKP_HUMAN,bio/hg19_PNKP,bio/hg38_PNKP
HMDBP01285,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""ATP + a protein = ADP + a phosphoprotein""",dcs:CellularCompartmentNucleus,534,260099625,Q8TDR2,NM_080836.3,STK35,16254,bio/STK35_HUMAN,bio/hg19_STK35,bio/hg38_STK35
HMDBP01286,dcs:ProteinTypeEnzyme,"""Involved in inositol trisphosphate 3-kinase activity""","""Inositol phosphate kinase with a broad substrate specificity. Has a preference for inositol 1,4,5-trisphosphate (Ins(1,4,5)P3) and inositol 1,3,4,6-tetrakisphosphate (Ins(1,3,4,6)P4).""",dcs:CellularCompartmentNucleus,416,22532105,Q8NFU5,AF432853,IPMK,20739,bio/IPMK_HUMAN,bio/hg19_IPMK,bio/hg38_IPMK
HMDBP01287,dcs:ProteinTypeEnzyme,"""Involved in protein kinase activity""","""Has a role in pre-mRNA splicing. Phosphorylates SF2/ASF""",dcs:CellularCompartmentNucleus,1007,89276756,Q13523,NM_003913.4,PRPF4B,17346,bio/PRP4B_HUMAN,bio/hg19_PRPF4B,bio/hg38_PRPF4B
HMDBP01288,dcs:ProteinTypeUnknown,"""Involved in transmembrane receptor protein serine/threonine kinase activity""","""On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional regulators. Receptor for TGF-beta""",dcs:CellularCompartmentMembrane,503,47937325,P36897,L11695,TGFBR1,11772,bio/TGFR1_HUMAN,bio/hg19_TGFBR1,bio/hg38_TGFBR1
HMDBP01289,dcs:ProteinTypeEnzyme,"""Involved in protein binding""","""Serine/threonine-protein kinase that plays a central role in centriole duplication. Able to trigger procentriole formation on the surface of the parental centriole cylinder, leading to the recruitment of centriole biogenesis proteins such as SASS6, CENPJ/CPAP, CP110, CEP135 and gamma-tubulin. When overexpressed, it is able to induce centrosome amplification through the simultaneous generation of multiple procentrioles adjoining each parental centriole during S phase. Its central role in centriole replication suggests a posible role in tumorigenesis, centrosome aberrations being frequently observed in tumors. Also involved in trophoblast differentiation by phosphorylating HAND1, leading to disrupt the interaction between HAND1 and MDFIC and activate HAND1. Phosphorylates CDC25C and CHEK2/CHK2""",dcs:CellularCompartmentNucleus,970,16215696,O00444,AB006972,PLK4,11397,bio/PLK4_HUMAN,bio/hg19_PLK4,bio/hg38_PLK4
HMDBP01290,dcs:ProteinTypeEnzyme,"""Involved in 3'-5'-exoribonuclease activity""","""RNA-binding protein implicated in numerous RNA metabolic processes. Hydrolyzes single-stranded polyribonucleotides processively in the 3'-to-5' direction. Mitochondrial intermembrane factor with RNA-processing exoribonulease activity. Component of the mitochondrial degradosome (mtEXO) complex, that degrades 3' overhang double-stranded RNA with a 3'-to-5' directionality in an ATP-dependent manner. Required for correct processing and polyadenylation of mitochondrial mRNAs. Plays a role as a cytoplasmic RNA import factor that mediates the translocation of small RNA components, like the 5S RNA, the RNA subunit of ribonuclease P and the mitochondrial RNA-processing (MRP) RNA, into the mitochondrial matrix. Plays a role in mitochondrial morphogenesis and respiration; regulates the expression of the electron transport chain (ETC) components at the mRNA and protein levels. In the cytoplasm, shows a 3'-to-5' exoribonuclease mediating mRNA degradation activity; degrades c-myc mRNA upon treatment with IFNB1/IFN-beta, resulting in a growth arrest in melanoma cells. Regulates the stability of specific mature miRNAs in melanoma cells; specifically and selectively degrades miR-221, preferentially. Plays also a role in RNA cell surveillance by cleaning up oxidized RNAs. Binds to the RNA subunit of ribonuclease P, MRP RNA and miR-221 microRNA.""",dcs:CellularCompartmentMitochondrion,783,62988884,Q8TCS8,AC015982,PNPT1,23166,bio/PNPT1_HUMAN,bio/hg19_PNPT1,bio/hg38_PNPT1
